ECO,Opening,black,draw,white,Total,White_Win_%,Black_Win_%,Draw_%,WinRate_Variance,WinRate_StdDev
B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",4,2,5,11,45.45454545454545,36.36363636363637,18.181818181818183,20.66115702479337,4.545454545454543
B90,"Sicilian Defense: Scheveningen Variation, English Attack, with f3",195,97,178,470,37.87234042553192,41.48936170212766,20.638297872340424,3.2707107288365744,1.8085106382978715
B91,"Sicilian Defense: Najdorf Variation, Zagreb Variation",223,181,208,612,33.98692810457516,36.43790849673202,29.575163398692812,1.5018262206843458,1.2254901960784288
B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",614,387,516,1517,34.01450230718523,40.47462096242584,25.510876730388926,10.433283259946924,3.230059327620303
B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Modern Line",47,42,52,141,36.87943262411347,33.33333333333333,29.78723404255319,3.143705045017855,1.7730496453900706
B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line",216,198,166,580,28.620689655172416,37.24137931034483,34.13793103448276,18.57907253269918,4.310344827586208
B93,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",144,90,146,380,38.421052631578945,37.89473684210527,23.684210526315788,0.0692520775623252,0.2631578947368389
B94,Sicilian Defense: Najdorf Variation,569,295,461,1325,34.79245283018868,42.94339622641509,22.264150943396228,16.60946956212173,4.075471698113205
B95,Sicilian Defense: Najdorf Variation,147,95,177,419,42.243436754176614,35.08353221957041,22.673031026252982,12.816058236168626,3.579952267303103
B96,Sicilian Defense: Najdorf Variation,261,169,265,695,38.1294964028777,37.55395683453238,24.316546762589926,0.08281144868277937,0.2877697841726601
B96,"Sicilian Defense: Najdorf Variation, Neo-Classical Defense",6,3,2,11,18.181818181818183,54.54545454545454,27.27272727272727,330.57851239669407,18.181818181818176
B96,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation",12,6,17,35,48.57142857142857,34.285714285714285,17.142857142857142,51.0204081632653,7.142857142857142
B96,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation, Simagin Line",1,0,3,4,75.0,25.0,0.0,625.0,25.0
B97,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Accepted",39,52,48,139,34.53237410071942,28.05755395683453,37.410071942446045,10.4808239739144,3.2374100719424472
B97,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation",57,52,54,163,33.12883435582822,34.96932515337423,31.901840490797547,0.8468515939628875,0.9202453987730053
B98,Sicilian Defense: Najdorf Variation,54,30,94,178,52.80898876404494,30.337078651685395,16.853932584269664,126.2466860244918,11.235955056179773
B98,"Sicilian Defense: Najdorf Variation, Browne Variation",18,18,21,57,36.84210526315789,31.57894736842105,31.57894736842105,6.925207756232679,2.6315789473684195
B98,"Sicilian Defense: Najdorf Variation, Goteborg Variation",3,5,4,12,33.33333333333333,25.0,41.66666666666667,17.361111111111093,4.166666666666664
B98,"Sicilian Defense: Najdorf Variation, Traditional Line",45,10,46,101,45.54455445544555,44.554455445544555,9.900990099009901,0.24507401235173243,0.49504950495049727
B99,"Sicilian Defense: Najdorf Variation, Main Line",162,172,270,604,44.70198675496689,26.82119205298013,28.47682119205298,79.93070479364943,8.94039735099338
C00,French Defense,78,24,32,134,23.88059701492537,58.2089552238806,17.91044776119403,294.60904433058596,17.164179104477615
C00,French Defense: Alapin Gambit,10,3,15,28,53.57142857142857,35.714285714285715,10.714285714285714,79.71938775510202,8.928571428571427
C00,French Defense: Baeuerle Gambit,0,0,1,1,100.0,0.0,0.0,2500.0,50.0
C00,French Defense: Bird Invitation,3,1,1,5,20.0,60.0,20.0,400.0,20.0
C00,French Defense: Carlson Gambit,1,0,0,1,0.0,100.0,0.0,2500.0,50.0
C00,French Defense: Chigorin Variation,149,105,234,488,47.950819672131146,30.532786885245898,21.51639344262295,75.84696654125237,8.709016393442624
C00,French Defense: Diemer-Duhm Gambit,1,0,1,2,50.0,50.0,0.0,0.0,0.0
C00,French Defense: Diemer-Duhm Gambit Accepted,1,2,4,7,57.14285714285714,14.285714285714285,28.57142857142857,459.1836734693877,21.428571428571427
C00,French Defense: Franco-Hiva Gambit,2,1,2,5,40.0,40.0,20.0,0.0,0.0
C00,French Defense: Franco-Hiva Gambit Accepted,1,0,2,3,66.66666666666666,33.33333333333333,0.0,277.7777777777777,16.666666666666664
C00,French Defense: Franco-Sicilian Defense,20,4,25,49,51.02040816326531,40.816326530612244,8.16326530612245,26.03082049146191,5.102040816326532
C00,French Defense: Horwitz Attack,23,16,27,66,40.909090909090914,34.84848484848485,24.242424242424242,9.182736455463733,3.030303030303031
C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",120,53,116,289,40.13840830449827,41.522491349480966,18.33910034602076,0.4789214688521425,0.6920415224913476
C00,French Defense: King's Indian Attack,575,370,718,1663,43.17498496692724,34.57606734816597,22.248947684906796,18.485346053560747,4.299458809380635
C00,French Defense: Knight Variation,171,44,111,326,34.04907975460122,52.45398773006135,13.496932515337424,84.68515939628895,9.202453987730063
C00,"French Defense: Knight Variation, Franco-Hiva Gambit",2,0,1,3,33.33333333333333,66.66666666666666,0.0,277.7777777777777,16.666666666666664
C00,French Defense: La Bourdonnais Variation,37,16,36,89,40.44943820224719,41.57303370786517,17.97752808988764,0.3156167150612337,0.5617977528089924
C00,French Defense: Mediterranean Defense,11,3,11,25,44.0,44.0,12.0,0.0,0.0
C00,French Defense: Normal Variation,103,55,182,340,53.529411764705884,30.294117647058822,16.176470588235293,134.969723183391,11.617647058823529
C00,French Defense: Orthoschnapp Gambit,10,2,7,19,36.84210526315789,52.63157894736842,10.526315789473683,62.326869806094194,7.894736842105264
C00,French Defense: Pelikan Variation,6,1,1,8,12.5,75.0,12.5,976.5625,31.25
C00,French Defense: Perseus Gambit,1,0,1,2,50.0,50.0,0.0,0.0,0.0
C00,French Defense: Queen's Knight,55,15,52,122,42.62295081967213,45.08196721311475,12.295081967213115,1.5116904058048928,1.2295081967213122
C00,French Defense: Reversed Philidor Formation,3,4,1,8,12.5,37.5,50.0,156.25,12.5
C00,French Defense: Réti-Spielmann Attack,11,12,13,36,36.11111111111111,30.555555555555557,33.33333333333333,7.716049382716034,2.777777777777775
C00,French Defense: Schlechter Variation,338,277,401,1016,39.468503937007874,33.267716535433074,27.263779527559056,9.61244109988219,3.1003937007874
C00,French Defense: St. George Defense,37,16,24,77,31.16883116883117,48.05194805194805,20.77922077922078,71.2599089222466,8.441558441558442
C00,"French Defense: St. George Defense, St. George Gambit",1,2,0,3,0.0,33.33333333333333,66.66666666666666,277.7777777777777,16.666666666666664
C00,"French Defense: St. George Defense, Three Pawn Attack",9,6,9,24,37.5,37.5,25.0,0.0,0.0
C00,"French Defense: St. George Defense, Traditional Line",4,0,5,9,55.55555555555556,44.44444444444444,0.0,30.864197530864214,5.555555555555557
C00,French Defense: Steiner Variation,116,91,127,334,38.02395209580838,34.73053892215569,27.245508982035926,2.7116425830972792,1.6467065868263475
C00,French Defense: Steinitz Attack,14,4,8,26,30.76923076923077,53.84615384615385,15.384615384615385,133.1360946745562,11.538461538461538
C00,French Defense: Two Knights Variation,239,103,221,563,39.25399644760213,42.45115452930728,18.29484902309059,2.555454949853146,1.5985790408525773
C00,French Defense: Wing Gambit,77,30,69,176,39.20454545454545,43.75,17.045454545454543,5.16528925619835,2.2727272727272734
C00,Rat Defense: Small Center Defense,17,12,59,88,67.04545454545455,19.318181818181817,13.636363636363635,569.4731404958678,23.863636363636363
C01,French Defense: Exchange Variation,1722,1271,1329,4322,30.749652938454417,39.84266543267006,29.40768162887552,20.670719054990446,4.546506247107821
C01,"French Defense: Exchange Variation, Bogoljubow Variation",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
C01,"French Defense: Exchange Variation, Monte Carlo Variation",186,125,193,504,38.2936507936508,36.904761904761905,24.801587301587304,0.48225308641975584,0.6944444444444464
C01,"French Defense: Exchange Variation, Svenonius Variation",33,20,27,80,33.75,41.25,25.0,14.0625,3.75
C02,French Defense: Advance Variation,302,141,276,719,38.38664812239222,42.00278164116829,19.610570236439496,3.2691054064039577,1.808066759388037
C02,"French Defense: Advance Variation, Euwe Variation",614,467,684,1765,38.75354107648725,34.787535410764875,26.458923512747873,3.9323002351355,1.9830028328611888
C02,"French Defense: Advance Variation, Extended Bishop Swap",15,16,26,57,45.614035087719294,26.31578947368421,28.07017543859649,93.1055709449061,9.649122807017543
C02,"French Defense: Advance Variation, Frenkel Gambit",1,0,0,1,0.0,100.0,0.0,2500.0,50.0
C02,"French Defense: Advance Variation, Lputian Variation",79,73,98,250,39.2,31.6,29.2,14.440000000000005,3.8000000000000007
C02,"French Defense: Advance Variation, Main Line",271,197,357,825,43.27272727272727,32.84848484848485,23.87878787878788,27.16620752984388,5.212121212121211
C02,"French Defense: Advance Variation, Milner-Barry Gambit",123,68,146,337,43.32344213649852,36.49851632047478,20.178041543026705,11.644903098556838,3.4124629080118716
C02,"French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation",151,96,277,524,52.862595419847324,28.816793893129773,18.3206106870229,144.550142765573,12.022900763358775
C02,"French Defense: Advance Variation, Milner-Barry Gambit, Main Line",72,24,61,157,38.853503184713375,45.85987261146497,15.286624203821656,12.272303136029876,3.5031847133757985
C02,"French Defense: Advance Variation, Milner-Barry Gambit, Sørensen Variation",3,0,0,3,0.0,100.0,0.0,2500.0,50.0
C02,"French Defense: Advance Variation, Nimzowitsch Attack",8,5,9,22,40.909090909090914,36.36363636363637,22.727272727272727,5.16528925619835,2.2727272727272734
C02,"French Defense: Advance Variation, Nimzowitsch Gambit",3,2,4,9,44.44444444444444,33.33333333333333,22.22222222222222,30.864197530864214,5.555555555555557
C02,"French Defense: Advance Variation, Nimzowitsch System",124,32,51,207,24.637681159420293,59.90338164251207,15.458937198067632,310.917407640785,17.632850241545892
C02,"French Defense: Advance Variation, Paulsen Attack",469,275,504,1248,40.38461538461539,37.580128205128204,22.03525641025641,1.966287084976993,1.4022435897435912
C02,"French Defense: Advance Variation, Ruisdonk Gambit",12,2,4,18,22.22222222222222,66.66666666666666,11.11111111111111,493.82716049382697,22.222222222222218
C02,"French Defense: Advance Variation, Steinitz Variation",11,5,11,27,40.74074074074074,40.74074074074074,18.51851851851852,0.0,0.0
C02,"French Defense: Advance Variation, Wade Variation",143,121,137,401,34.1645885286783,35.66084788029925,30.174563591022448,0.559698011828286,0.7481296758104747
C03,"French Defense: Guimard Variation, Thunderbunny Variation",1,0,0,1,0.0,100.0,0.0,2500.0,50.0
C03,French Defense: Tarrasch Variation,133,108,218,459,47.49455337690632,28.9760348583878,23.52941176470588,85.73388203017834,9.25925925925926
C03,"French Defense: Tarrasch Variation, Guimard Defense",28,9,35,72,48.61111111111111,38.88888888888889,12.5,23.630401234567863,4.861111111111107
C03,"French Defense: Tarrasch Variation, Haberditz Variation",7,2,8,17,47.05882352941176,41.17647058823529,11.76470588235294,8.650519031141869,2.9411764705882355
C03,"French Defense: Tarrasch Variation, Modern System",61,60,48,169,28.402366863905325,36.09467455621302,35.50295857988166,14.792899408284041,3.8461538461538485
C03,"French Defense: Tarrasch Variation, Morozevich Variation",251,149,212,612,34.64052287581699,41.01307189542484,24.34640522875817,10.152345251826228,3.1862745098039227
C04,"French Defense: Tarrasch Variation, Guimard Defense, Main Line",88,63,152,303,50.165016501650165,29.042904290429046,20.792079207920793,111.53590606585408,10.56105610561056
C05,"French Defense: Tarrasch Variation, Botvinnik Variation",18,16,23,57,40.35087719298245,31.57894736842105,28.07017543859649,19.236688211757453,4.3859649122807
C05,"French Defense: Tarrasch Variation, Closed Variation",200,142,395,737,53.595658073270016,27.137042062415194,19.26729986431479,175.01459030246576,13.229308005427411
C05,"French Defense: Tarrasch Variation, Pawn Center Variation",56,39,126,221,57.01357466063348,25.339366515837103,17.647058823529413,250.8138653999713,15.837104072398189
C06,"French Defense: Tarrasch Variation, Closed Variation, Main Line",145,131,222,498,44.57831325301205,29.116465863453815,26.305220883534137,59.76718117449719,7.730923694779117
C06,"French Defense: Tarrasch Variation, Leningrad Variation",1,1,1,3,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
C07,"French Defense: Tarrasch Variation, Chistyakov Defense",298,393,331,1022,32.38747553816047,29.158512720156555,38.454011741682976,2.606550220012951,1.614481409001959
C07,"French Defense: Tarrasch Variation, Chistyakov Defense, Modern Line",34,52,44,130,33.84615384615385,26.153846153846157,40.0,14.792899408284015,3.846153846153845
C07,"French Defense: Tarrasch Variation, Eliskases Variation",19,43,25,87,28.735632183908045,21.839080459770116,49.42528735632184,11.89060642092746,3.4482758620689644
C07,"French Defense: Tarrasch Variation, Open System",27,17,31,75,41.333333333333336,36.0,22.666666666666664,7.111111111111118,2.666666666666668
C07,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",320,422,422,1164,36.25429553264605,27.491408934707906,36.25429553264605,19.197045382080976,4.381443298969071
C07,"French Defense: Tarrasch Variation, Open System, Süchting Line",86,35,54,175,30.857142857142854,49.142857142857146,20.0,83.59183673469393,9.142857142857146
C08,"French Defense: Tarrasch Variation, Open System",80,97,109,286,38.111888111888106,27.972027972027973,33.91608391608392,25.704190913981087,5.0699300699300665
C08,"French Defense: Tarrasch Variation, Open System, Advance Line",3,2,2,7,28.57142857142857,42.857142857142854,28.57142857142857,51.0204081632653,7.142857142857142
C09,"French Defense: Tarrasch Variation, Open System, Main Line",93,131,138,362,38.12154696132597,25.69060773480663,36.187845303867405,38.632062513354306,6.215469613259669
C10,"French Defense: Classical Variation, Svenonius Variation",3,6,3,12,25.0,25.0,50.0,0.0,0.0
C10,French Defense: Marshall Gambit,23,12,66,101,65.34653465346535,22.772277227722775,11.881188118811881,453.14184883834935,21.28712871287129
C10,French Defense: Paulsen Variation,124,111,193,428,45.09345794392524,28.971962616822427,25.934579439252335,64.97565289544943,8.060747663551405
C10,French Defense: Rubinstein Variation,68,68,159,295,53.898305084745765,23.050847457627118,23.050847457627118,237.8914105142201,15.423728813559324
C10,"French Defense: Rubinstein Variation, Blackburne Defense",246,337,517,1100,47.0,22.363636363636363,30.636363636363633,151.73760330578511,12.318181818181818
C10,"French Defense: Rubinstein Variation, Capablanca Line",2,8,22,32,68.75,6.25,25.0,976.5625,31.25
C10,"French Defense: Rubinstein Variation, Fort Knox Variation",89,156,233,478,48.74476987447699,18.619246861924683,32.63598326359833,226.8867841949546,15.062761506276152
C10,"French Defense: Rubinstein Variation, Kasparov Attack",28,47,79,154,51.298701298701296,18.181818181818183,30.519480519480517,274.18198684432446,16.558441558441558
C10,"French Defense: Rubinstein Variation, Maric Variation",1,2,6,9,66.66666666666666,11.11111111111111,22.22222222222222,771.6049382716046,27.77777777777777
C11,French Defense: Burn Variation,186,246,264,696,37.93103448275862,26.72413793103448,35.3448275862069,31.398632580261598,5.603448275862069
C11,French Defense: Classical Variation,6,5,10,21,47.61904761904761,28.57142857142857,23.809523809523807,90.70294784580496,9.523809523809522
C11,"French Defense: Classical Variation, Burn Variation, Main Line",10,15,28,53,52.83018867924528,18.867924528301888,28.30188679245283,288.3588465646137,16.9811320754717
C11,"French Defense: Classical Variation, Burn Variation, Morozevich Line",121,121,172,414,41.54589371980676,29.227053140096622,29.227053140096622,37.93845830707832,6.1594202898550705
C11,"French Defense: Classical Variation, Delayed Exchange Variation",36,25,15,76,19.736842105263158,47.368421052631575,32.89473684210527,190.8760387811634,13.815789473684209
C11,"French Defense: Classical Variation, Steinitz Variation",219,150,283,652,43.40490797546012,33.58895705521473,23.006134969325153,24.08822311716659,4.907975460122696
C11,"French Defense: Classical Variation, Swiss Variation",26,9,24,59,40.67796610169492,44.06779661016949,15.254237288135593,2.8727377190462358,1.6949152542372836
C11,French Defense: Steinitz Variation,83,51,122,256,47.65625,32.421875,19.921875,58.02154541015625,7.6171875
C11,"French Defense: Steinitz Variation, Boleslavsky Variation",547,639,911,2097,43.44301382927993,26.08488316642823,30.472103004291846,75.32617502715806,8.679065331425848
C11,"French Defense: Steinitz Variation, Gledhill Attack",8,1,5,14,35.714285714285715,57.14285714285714,7.142857142857142,114.79591836734689,10.714285714285712
C12,French Defense: MacCutcheon Variation,3,2,2,7,28.57142857142857,42.857142857142854,28.57142857142857,51.0204081632653,7.142857142857142
C12,"French Defense: MacCutcheon Variation, Advance Variation",5,2,4,11,36.36363636363637,45.45454545454545,18.181818181818183,20.66115702479337,4.545454545454543
C12,"French Defense: MacCutcheon Variation, Bernstein Variation",2,2,2,6,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
C12,"French Defense: MacCutcheon Variation, Bogoljubow Variation",1,0,1,2,50.0,50.0,0.0,0.0,0.0
C12,"French Defense: MacCutcheon Variation, Chigorin Variation",17,9,9,35,25.71428571428571,48.57142857142857,25.71428571428571,130.61224489795921,11.42857142857143
C12,"French Defense: MacCutcheon Variation, Dr. Olland Variation",19,10,22,51,43.13725490196079,37.254901960784316,19.607843137254903,8.650519031141869,2.9411764705882355
C12,"French Defense: MacCutcheon Variation, Exchange Variation",5,4,7,16,43.75,31.25,25.0,39.0625,6.25
C12,"French Defense: MacCutcheon Variation, Grigoriev Variation",2,0,0,2,0.0,100.0,0.0,2500.0,50.0
C12,"French Defense: MacCutcheon Variation, Janowski Variation",12,12,14,38,36.84210526315789,31.57894736842105,31.57894736842105,6.925207756232679,2.6315789473684195
C12,"French Defense: MacCutcheon Variation, Lasker Variation",53,75,78,206,37.86407766990291,25.728155339805824,36.407766990291265,36.820152700537285,6.067961165048544
C12,"French Defense: MacCutcheon Variation, Tartakower Variation",4,2,9,15,60.0,26.666666666666668,13.333333333333334,277.77777777777777,16.666666666666668
C13,French Defense: Alekhine-Chatard Attack,30,36,62,128,48.4375,23.4375,28.125,156.25,12.5
C13,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",16,13,18,47,38.297872340425535,34.04255319148936,27.659574468085108,4.52693526482572,2.127659574468087
C13,"French Defense: Alekhine-Chatard Attack, Breyer Variation",5,4,18,27,66.66666666666666,18.51851851851852,14.814814814814813,579.5610425240053,24.07407407407407
C13,"French Defense: Alekhine-Chatard Attack, Maróczy Variation",12,11,23,46,50.0,26.08695652173913,23.91304347826087,142.9584120982987,11.956521739130435
C13,"French Defense: Alekhine-Chatard Attack, Spielmann Variation",1,1,3,5,60.0,20.0,20.0,400.0,20.0
C13,"French Defense: Alekhine-Chatard Attack, Teichmann Variation",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
C13,"French Defense: Classical Variation, Frankfurt Variation",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
C13,"French Defense: Classical Variation, Normal Variation",9,3,14,26,53.84615384615385,34.61538461538461,11.538461538461538,92.45562130177518,9.615384615384617
C13,"French Defense: Classical Variation, Richter Attack",6,8,8,22,36.36363636363637,27.27272727272727,36.36363636363637,20.661157024793418,4.5454545454545485
C13,"French Defense: Classical Variation, Tartakower Variation",6,7,7,20,35.0,30.0,35.0,6.25,2.5
C13,"French Defense: Classical Variation, Vistaneckis Variation",2,0,3,5,60.0,40.0,0.0,100.0,10.0
C14,French Defense: Classical Variation,12,5,7,24,29.166666666666668,50.0,20.833333333333336,108.50694444444443,10.416666666666666
C14,"French Defense: Classical Variation, Alapin Variation",3,0,5,8,62.5,37.5,0.0,156.25,12.5
C14,"French Defense: Classical Variation, Pollock Variation",13,2,11,26,42.30769230769231,50.0,7.6923076923076925,14.792899408284027,3.8461538461538467
C14,"French Defense: Classical Variation, Rubinstein Variation",2,5,9,16,56.25,12.5,31.25,478.515625,21.875
C14,"French Defense: Classical Variation, Steinitz Variation",46,48,112,206,54.36893203883495,22.330097087378643,23.300970873786408,256.6217362616645,16.01941747572815
C14,"French Defense: Classical Variation, Tarrasch Variation",1,2,4,7,57.14285714285714,14.285714285714285,28.57142857142857,459.1836734693877,21.428571428571427
C15,"French Defense: MacCutcheon Variation, Wolf Gambit",8,11,10,29,34.48275862068966,27.586206896551722,37.93103448275862,11.890606420927485,3.448275862068968
C15,French Defense: Winawer Variation,77,46,73,196,37.244897959183675,39.285714285714285,23.46938775510204,1.0412328196584735,1.020408163265305
C15,"French Defense: Winawer Variation, Alekhine Gambit Accepted",4,12,11,27,40.74074074074074,14.814814814814813,44.44444444444444,168.03840877914956,12.962962962962965
C15,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",16,45,58,119,48.739495798319325,13.445378151260504,37.81512605042017,311.4186851211073,17.647058823529413
C15,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",80,65,105,250,42.0,32.0,26.0,25.0,5.0
C15,"French Defense: Winawer Variation, Delayed Exchange Variation",123,138,150,411,36.496350364963504,29.927007299270077,33.57664233576642,10.78906707869358,3.2846715328467138
C15,"French Defense: Winawer Variation, Exchange Variation, Canal Attack",3,5,6,14,42.857142857142854,21.428571428571427,35.714285714285715,114.79591836734693,10.714285714285714
C15,"French Defense: Winawer Variation, Fingerslip Variation",11,6,6,23,26.08695652173913,47.82608695652174,26.08695652173913,118.14744801512292,10.869565217391306
C15,"French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit",0,0,2,2,100.0,0.0,0.0,2500.0,50.0
C15,"French Defense: Winawer Variation, Fingerslip Variation, Main Line",0,3,4,7,57.14285714285714,0.0,42.857142857142854,816.3265306122448,28.57142857142857
C15,"French Defense: Winawer Variation, Kondratiyev Variation",1,1,1,3,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
C15,"French Defense: Winawer Variation, Winckelmann-Reimer Gambit",2,2,1,5,20.0,40.0,40.0,100.0,10.0
C16,"French Defense: Winawer Variation, Advance Variation",99,83,144,326,44.171779141104295,30.368098159509206,25.4601226993865,47.6354021604125,6.901840490797545
C16,"French Defense: Winawer Variation, Petrosian Variation",25,30,55,110,50.0,22.727272727272727,27.27272727272727,185.95041322314052,13.636363636363637
C17,"French Defense: Winawer Variation, Advance Variation",24,14,30,68,44.11764705882353,35.294117647058826,20.588235294117645,19.46366782006919,4.4117647058823515
C17,"French Defense: Winawer Variation, Advance Variation, Moscow Variation",8,2,8,18,44.44444444444444,44.44444444444444,11.11111111111111,0.0,0.0
C17,"French Defense: Winawer Variation, Bogoljubow Variation",62,76,113,251,45.0199203187251,24.701195219123505,30.278884462151396,103.21264741829495,10.159362549800797
C17,"French Defense: Winawer Variation, Bogoljubow Variation, Icelandic Defense",1,1,1,3,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
C17,"French Defense: Winawer Variation, Maróczy-Wallis Variation",4,4,16,24,66.66666666666666,16.666666666666664,16.666666666666664,624.9999999999998,24.999999999999996
C17,"French Defense: Winawer Variation, Retreat Variation",9,6,14,29,48.275862068965516,31.03448275862069,20.689655172413794,74.31629013079666,8.620689655172413
C17,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",41,48,42,131,32.06106870229007,31.297709923664126,36.6412213740458,0.14567915622632405,0.38167938931297307
C18,"French Defense: Winawer Variation, Advance Variation",88,65,105,258,40.69767441860465,34.10852713178294,25.1937984496124,10.854215491857463,3.2945736434108532
C18,"French Defense: Winawer Variation, Classical Variation",41,36,67,144,46.52777777777778,28.47222222222222,25.0,81.50077160493828,9.027777777777779
C18,"French Defense: Winawer Variation, Portisch-Hook Variation",77,94,122,293,41.63822525597269,26.27986348122867,32.081911262798634,58.96981910097959,7.679180887372011
C19,"French Defense: Winawer Variation, Advance Variation",79,110,161,350,46.0,22.57142857142857,31.428571428571427,137.2244897959184,11.714285714285715
C19,"French Defense: Winawer Variation, Eingorn Variation",10,8,16,34,47.05882352941176,29.411764705882355,23.52941176470588,77.85467128027676,8.823529411764703
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation",52,42,77,171,45.02923976608187,30.409356725146196,24.561403508771928,53.435245032659644,7.309941520467838
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line",38,47,69,154,44.8051948051948,24.675324675324674,30.519480519480517,101.30291786135939,10.064935064935064
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Paoli Variation",1,1,2,4,50.0,25.0,25.0,156.25,12.5
C19,"French Defense: Winawer Variation, Positional Variation",28,24,36,88,40.909090909090914,31.818181818181817,27.27272727272727,20.661157024793418,4.5454545454545485
C19,"French Defense: Winawer Variation, Warsaw Variation",22,26,40,88,45.45454545454545,25.0,29.545454545454547,104.59710743801652,10.227272727272727
C20,Barnes Opening: Walkerling,2,0,0,2,0.0,100.0,0.0,2500.0,50.0
C20,Bongcloud Attack,2,8,3,13,23.076923076923077,15.384615384615385,61.53846153846154,14.792899408284022,3.846153846153846
C20,Center Game,11,3,30,44,68.18181818181817,25.0,6.8181818181818175,466.1673553719006,21.590909090909086
C20,English Opening: The Whale,42,13,29,84,34.523809523809526,50.0,15.476190476190476,59.878117913832185,7.738095238095237
C20,King's Pawn Game,46,40,39,125,31.2,36.8,32.0,7.8399999999999945,2.799999999999999
C20,King's Pawn Game: Alapin Opening,10,10,15,35,42.857142857142854,28.57142857142857,28.57142857142857,51.0204081632653,7.142857142857142
C20,King's Pawn Game: Beyer Gambit,3,0,7,10,70.0,30.0,0.0,400.0,20.0
C20,"King's Pawn Game: Clam Variation, King's Gambit Reversed",1,0,0,1,0.0,100.0,0.0,2500.0,50.0
C20,King's Pawn Game: King's Head Opening,22,0,3,25,12.0,88.0,0.0,1444.0,38.0
C20,King's Pawn Game: Leonardis Variation,85,20,35,140,25.0,60.71428571428571,14.285714285714285,318.8775510204081,17.857142857142854
C20,King's Pawn Game: MacLeod Attack,17,2,12,31,38.70967741935484,54.83870967741935,6.451612903225806,65.0364203954214,8.064516129032256
C20,King's Pawn Game: Mengarini's Opening,4,1,4,9,44.44444444444444,44.44444444444444,11.11111111111111,0.0,0.0
C20,King's Pawn Game: Napoleon Attack,24,1,13,38,34.21052631578947,63.1578947368421,2.631578947368421,209.48753462603875,14.473684210526315
C20,King's Pawn Game: Tortoise Opening,4,3,1,8,12.5,50.0,37.5,351.5625,18.75
C20,King's Pawn Game: Wayward Queen Attack,39,7,25,71,35.2112676056338,54.929577464788736,9.859154929577464,97.20293592541168,9.859154929577468
C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",4,2,6,12,50.0,33.33333333333333,16.666666666666664,69.44444444444449,8.333333333333336
C20,King's Pawn Opening,2,1,2,5,40.0,40.0,20.0,0.0,0.0
C20,Portuguese Opening,9,3,6,18,33.33333333333333,50.0,16.666666666666664,69.44444444444449,8.333333333333336
C21,Center Game,3,6,6,15,40.0,20.0,40.0,100.0,10.0
C21,Center Game Accepted,4,0,3,7,42.857142857142854,57.14285714285714,0.0,51.0204081632653,7.142857142857142
C21,Center Game: Halasz-McDonnell Gambit,4,1,2,7,28.57142857142857,57.14285714285714,14.285714285714285,204.0816326530612,14.285714285714285
C21,Center Game: Kieseritzky Variation,11,9,28,48,58.333333333333336,22.916666666666664,18.75,313.5850694444445,17.708333333333336
C21,Center Game: Lanc-Arnold Gambit,0,0,1,1,100.0,0.0,0.0,2500.0,50.0
C21,"Center Game: Lanc-Arnold Gambit, Schippler Gambit",2,0,0,2,0.0,100.0,0.0,2500.0,50.0
C21,Center Game: von der Lasa Gambit,5,0,6,11,54.54545454545454,45.45454545454545,0.0,20.66115702479337,4.545454545454543
C21,Danish Gambit,32,9,27,68,39.705882352941174,47.05882352941176,13.23529411764706,13.516435986159166,3.6764705882352935
C21,Danish Gambit Accepted,25,15,24,64,37.5,39.0625,23.4375,0.6103515625,0.78125
C21,Danish Gambit Accepted: Classical Defense,2,2,4,8,50.0,25.0,25.0,156.25,12.5
C21,Danish Gambit Accepted: Copenhagen Defense,2,2,8,12,66.66666666666666,16.666666666666664,16.666666666666664,624.9999999999998,24.999999999999996
